,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Email: ,marketing@dyllu.com,,TeL: 0086 512 6569 0317;  Mobile phone: 0086 18061927935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Qty should be multiple of Basic Qty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS4534,,,Hex self drilling screw with rubber washer,"Size: #10x1-1/2""(4.8x38mm)
Drilling point
With rubber washer
Material: high quality carbon steel
Pack size: 400 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,179 MDL,,100,10,0.00,0.000,0.00,Color box,0.022,21.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS4535,,,Hex self drilling screw with rubber washer,"Size: #10x2""(4.8x50mm)
Drilling point
With rubber washer
Material: high quality carbon steel
Pack size: 360 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,191 MDL,,100,10,0.00,0.000,0.00,Color box,0.022,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS7511Z,,,Truss head self-tapping screw,"Size: #8x1/2"" (4.2x13 mm)
Material: high quality carbon steel
Pack size: 1000 pcs in color box
Screw head type: truss head
Screw drive: phillips
Surface treatment: zinc plated finish 
Packed by color box",SET,118 MDL,,75,15,0.00,0.000,0.00,Color box,0.020,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS7512,,,Truss head self-tapping screw,"Size: #8x3/4"""" (4.2x19mm)
Material: high quality carbon steel
Pack size: 700 pcs in color box
Screw head type: truss head
Screw drive: phillips
Surface treatment: zinc plated finish 
Packed by color box",SET,102 MDL,,200,20,0.00,0.000,0.00,Color box,0.021,24.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS7513,,,Truss head self-tapping screw,"Size: #8x1""""(4.2x25mm)
Material: high quality carbon steel
Pack size: 500 pcs in color box
Screw head type: truss head
Screw drive: phillips
Surface treatment: zinc plated finish 
Packed by color box",SET,91 MDL,,200,20,0.00,0.000,0.00,Color box,0.021,20.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS7514,,,Truss head self-tapping screw,"Size: #8x1-1/4""""(4.2x32mm)
Material: high quality carbon steel
Pack size: 400 pcs in color box
Screw head type: truss head
Screw drive: phillips
Surface treatment: zinc plated finish 
Packed by color box",SET,89 MDL,,200,20,0.00,0.000,0.00,Color box,0.021,19.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK512,,,DIN571 wood screw,"Size: 6x40mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 200 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,97 MDL,,150,15,0.00,0.000,0.00,Color box,0.020,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK513,,,DIN571 wood screw,"Size: 6x50mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 150 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,88 MDL,,150,15,0.00,0.000,0.00,Color box,0.016,20.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK514,,,DIN571 wood screw,"Size: 6x60mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 120 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,79 MDL,,150,15,0.00,0.000,0.00,Color box,0.016,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK521,,,DIN571 wood screw,"Size: 8x30mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 150 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,108 MDL,,150,15,0.00,0.000,0.00,Color box,0.016,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK522,,,DIN571 wood screw,"Size: 8x40mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 120 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,109 MDL,,150,15,0.00,0.000,0.00,Color box,0.016,27.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK523,,,DIN571 wood screw,"Size: 8x50mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 100 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,106 MDL,,150,15,0.00,0.000,0.00,Color box,0.020,26.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK524,,,DIN571 wood screw,"Size: 8x60mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 70 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,85 MDL,,150,15,0.00,0.000,0.00,Color box,0.020,20.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK526,,,DIN571 wood screw,"Size: 8x90mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 50 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,89 MDL,,150,15,0.00,0.000,0.00,Color box,0.020,21.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK532,,,DIN571 wood screw,"Size: 10x40mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 60 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,92 MDL,,150,15,0.00,0.000,0.00,Color box,0.016,22.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK533,,,DIN571 wood screw,"Size: 10x50mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 50 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,88 MDL,,150,15,0.00,0.000,0.00,Color box,0.016,21.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK534,,,DIN571 wood screw,"Size: 10x60mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 40 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,83 MDL,,150,15,0.00,0.000,0.00,Color box,0.016,19.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSK536,,,DIN571 wood screw,"Size: 10x90mm
Standard: DIN 571
Material: high quality carbon steel
Pack size: 30 pcs in color box
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by color box",SET,91 MDL,,150,15,0.00,0.000,0.00,Color box,0.020,22.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS513,,,Carriage bolt,"Size: 1/4""-20x3/4""
Material: high quality carbon steel
Quantity: 200 pcs/color box
Thread dia.: 1/4""
Thread per inch: 20
Effective length: 3/4""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,122 MDL,,660,15,0.00,0.000,0.00,Color box,0.020,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS514,,,Carriage bolt,"Size: 1/4""-20x1""
Material: high quality carbon steel
Quantity: 180 pcs/color box
Thread dia.: 1/4""
Thread per inch: 20
Effective length: 1""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,113 MDL,,630,15,0.00,0.000,0.00,Color box,0.020,24.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS515,,,Carriage bolt,"Size: 1/4""-20x1-1/4""
Material: high quality carbon steel
Quantity: 160 pcs/color box
Thread dia.: 1/4""
Thread per inch: 20
Effective length: 1-1/4""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,113 MDL,,630,15,0.00,0.000,0.00,Color box,0.020,24.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS516,,,Carriage bolt,"Size: 1/4""-20x1-1/2""
Material: high quality carbon steel
Quantity: 140 pcs/color box
Thread dia.: 1/4""
Thread per inch: 20
Effective length: 1-1/2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,113 MDL,,630,15,0.00,0.000,0.00,Color box,0.020,24.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS517,,,Carriage bolt,"Size: 1/4""-20x2""
Material: high quality carbon steel
Quantity: 120 pcs/color box
Thread dia.: 1/4""
Thread per inch: 20
Effective length: 2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,115 MDL,,615,15,0.00,0.000,0.00,Color box,0.020,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS518,,,Carriage bolt,"Size: 1/4""-20x2-1/2""
Material: high quality carbon steel
Quantity: 100 pcs/color box
Thread dia.: 1/4""
Thread per inch: 20
Effective length: 2-1/2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,111 MDL,,645,15,0.00,0.000,0.00,Color box,0.020,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS51A,,,Carriage bolt,"Size: 1/4""-20x3""
Material: high quality carbon steel
Quantity: 80 pcs/color box
Thread dia.: 1/4""
Thread per inch: 20
Effective length: 3""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,104 MDL,,690,15,0.00,0.000,0.00,Color box,0.020,22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS523,,,Carriage bolt,"Size: 5/16""-18x3/4""
Material: high quality carbon steel
Quantity: 120 pcs/color box
Thread dia.: 5/16""
Thread per inch: 18
Effective length: 3/4""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,117 MDL,,645,15,0.00,0.000,0.00,Color box,0.020,23.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS524,,,Carriage bolt,"Size: 5/16""-18x1""
Material: high quality carbon steel
Quantity: 100 pcs/color box
Thread dia.: 5/16""
Thread per inch: 18
Effective length: 1""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,104 MDL,,675,15,0.00,0.000,0.00,Color box,0.020,22.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS525,,,Carriage bolt,"Size: 5/16""-18x1-1/4""
Material: high quality carbon steel
Quantity: 90 pcs/color box
Thread dia.: 5/16""
Thread per inch: 18
Effective length: 1-1/4""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,104 MDL,,675,15,0.00,0.000,0.00,Color box,0.020,23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS526,,,Carriage bolt,"Size: 5/16""-18x1-1/2""
Material: high quality carbon steel
Quantity: 80 pcs/color box
Thread dia.: 5/16""
Thread per inch: 18
Effective length: 1-1/2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,104 MDL,,675,15,0.00,0.000,0.00,Color box,0.020,22.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS527,,,Carriage bolt,"Size: 5/16""-18x2""
Material: high quality carbon steel
Quantity: 70 pcs/color box
Thread dia.: 5/16""
Thread per inch: 18
Effective length: 2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,108 MDL,,645,15,0.00,0.000,0.00,Color box,0.020,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS528,,,Carriage bolt,"Size: 5/16""-18x2-1/2""
Material: high quality carbon steel
Quantity: 60 pcs/color box
Thread dia.: 5/16""
Thread per inch: 18
Effective length: 2-1/2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,108 MDL,,645,15,0.00,0.000,0.00,Color box,0.020,24.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS52A,,,Carriage bolt,"Size: 5/16""-18x3""
Material: high quality carbon steel
Quantity: 50 pcs/color box
Thread dia.: 5/16""
Thread per inch: 18
Effective length: 3""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,104 MDL,,675,15,0.00,0.000,0.00,Color box,0.020,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS52C,,,Carriage bolt,"Size: 5/16""-18x4""
Material: high quality carbon steel
Quantity: 40 pcs/color box
Thread dia.: 5/16""
Thread per inch: 18
Effective length: 4""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,104 MDL,,675,15,0.00,0.000,0.00,Color box,0.020,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS534,,,Carriage bolt,"Size: 3/8""-16x1""
Material: high quality carbon steel
Quantity: 70 pcs/color box
Thread dia.: 3/8""
Thread per inch: 16
Effective length: 1""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,108 MDL,,645,15,0.00,0.000,0.00,Color box,0.020,24.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS535,,,Carriage bolt,"Size: 3/8""-16x1-1/4""
Material: high quality carbon steel
Quantity: 60 pcs/color box
Thread dia.: 3/8""
Thread per inch: 16
Effective length: 1-1/4""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,104 MDL,,675,15,0.00,0.000,0.00,Color box,0.020,23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS536,,,Carriage bolt,"Size: 3/8""-16x1-1/2""
Material: high quality carbon steel
Quantity: 55 pcs/color box
Thread dia.: 3/8""
Thread per inch: 16
Effective length: 1-1/2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,107 MDL,,660,15,0.00,0.000,0.00,Color box,0.020,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS537,,,Carriage bolt,"Size: 3/8""-16x2""
Material: high quality carbon steel
Quantity: 45 pcs/color box
Thread dia.: 3/8""
Thread per inch: 16
Effective length: 2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,104 MDL,,675,15,0.00,0.000,0.00,Color box,0.020,23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS538,,,Carriage bolt,"Size: 3/8""-16x2-1/2""
Material: high quality carbon steel
Quantity: 40 pcs/color box
Thread dia.: 3/8""
Thread per inch: 16
Effective length: 2-1/2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,108 MDL,,645,15,0.00,0.000,0.00,Color box,0.020,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS539,,,Carriage bolt,"Size: 3/8""-16x2-3/4""
Material: high quality carbon steel
Quantity: 35 pcs/color box
Thread dia.: 3/8""
Thread per inch: 16
Effective length: 2-3/4""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,103 MDL,,675,15,0.00,0.000,0.00,Color box,0.020,22.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS53A,,,Carriage bolt,"Size: 3/8""-16x3""
Material: high quality carbon steel
Quantity: 35 pcs/color box
Thread dia.: 3/8""
Thread per inch: 16
Effective length: 3""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,108 MDL,,645,15,0.00,0.000,0.00,Color box,0.020,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS53B,,,Carriage bolt,"Size: 3/8""-16x3-1/2""
Material: high quality carbon steel
Quantity: 30 pcs/color box
Thread dia.: 3/8""
Thread per inch: 16
Effective length: 3-1/2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,105 MDL,,660,15,0.00,0.000,0.00,Color box,0.020,23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS53C,,,Carriage bolt,"Size: 3/8""-16x4""
Material: high quality carbon steel
Quantity: 30 pcs/color box
Thread dia.: 3/8""
Thread per inch: 16
Effective length: 4""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,115 MDL,,600,15,0.00,0.000,0.00,Color box,0.020,25.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS556,,,Carriage bolt,"Size: 1/2""-13x1-1/2""
Material: high quality carbon steel
Quantity: 28 pcs/color box
Thread dia.: 1/2""
Thread per inch: 13
Effective length: 1-1/2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,108 MDL,,645,15,0.00,0.000,0.00,Color box,0.021,22.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS557,,,Carriage bolt,"Size: 1/2""-13x2""
Material: high quality carbon steel
Quantity: 25 pcs/color box
Thread dia.: 1/2""
Thread per inch: 13
Effective length: 2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,111 MDL,,615,15,0.00,0.000,0.00,Color box,0.020,24.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS558,,,Carriage bolt,"Size: 1/2""-13x2-1/2""
Material: high quality carbon steel
Quantity: 20 pcs/color box
Thread dia.: 1/2""
Thread per inch: 13
Effective length: 2-1/2""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,104 MDL,,675,15,0.00,0.000,0.00,Color box,0.021,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS55A,,,Carriage bolt,"Size: 1/2""-13x3""
Material: high quality carbon steel
Quantity: 18 pcs/color box
Thread dia.: 1/2""
Thread per inch: 13
Effective length: 3""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,106 MDL,,660,15,0.00,0.000,0.00,Color box,0.021,23.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXSS55C,,,Carriage bolt,"Size: 1/2""-13x4""
Material: high quality carbon steel
Quantity: 15 pcs/color box
Thread dia.: 1/2""
Thread per inch: 13
Effective length: 4""
Screw head: mushroom head
Surface treatment: zinc plated
Packed by color box",SET,109 MDL,,645,15,0.00,0.000,0.00,Color box,0.021,24.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS4912,,,Hex self drilling screw with rubber washer,"Size: #14x1""(6.3x25mm)
Drilling points
With rubber washer
Material: high quality carbon steel
Pack size: 200pcs/plastic bag
Screw head type: Hex
Surface treatment: zinc plated finish 
Packed by plastic bag",SET,122 MDL,,120,12,0.00,0.000,0.00,Plastic bag,0.009,15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS4914,,,Hex self drilling screw with rubber washer,"Size: #14x1-1/2""(6.3x38mm)
Drilling points
With rubber washer
Material: high quality carbon steel
Pack size: 120pcs/plastic bag
Screw head type: Hex
Surface treatment: zinc plated finish 
Packed by plastic bag",SET,95 MDL,,60,12,0.00,0.000,0.00,Plastic bag,0.009,12.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS4915,,,Hex self drilling screw with rubber washer,"Size: #14x2""(6.3x50mm)
Drilling points
With rubber washer
Material: high quality carbon steel
Pack size: 100pcs/plastic bag
Screw head type: Hex
Surface treatment: zinc plated finish 
Packed by plastic bag",SET,99 MDL,,200,20,0.00,0.000,0.00,Plastic bag,0.015,20.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS4916,,,Hex self drilling screw with rubber washer,"Size: #14x2-1/2""(6.3x63mm)
Driiling point
With rubber washer
Material: high quality carbon steel
Pack size: 80 pcs in plastic bag
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by plastic bag",SET,98 MDL,,100,20,0.00,0.000,0.00,Plastic bag,0.015,19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTXS4917,,,Hex self drilling screw with rubber washer,"Size: #14x3""(6.3x75mm)
Driiling point
With rubber washer
Material: high quality carbon steel
Pack size: 60 pcs in plastic bag
Screw head type: hexgonal head
Surface treatment: zinc plated finish 
Packed by plastic bag",SET,79 MDL,,140,28,0.00,0.000,0.00,Plastic bag,0.019,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
